Campaign_ID,Campaign_Name,Campaign_Type,Campaign_Objective,Product_ID,Marketing_Channel,Industry,Target_Audience,Funnel_Stage,Creative_Type,Device_Target,Region_Target,Bid_Strategy,Budget,Budget_Category,Campaign_Duration,Start_Date,End_Date,Campaign_Status,AI_Campaign_Score,Success_Probability,Risk_Level,Priority,Expected_ROI,Estimated_Revenue,Expected_Conversions,Target_CPA,Target_ROAS,Audience_Size,Optimization_Score,Impressions,CTR,Clicks,Conversion_Rate,Conversions,CPC,CPM,Spend,Revenue
746,CMP_0746_App_Installs,Product Launch,App Installs,293,Google Search Ads,Finance,Students,TOFU,Video,All Devices,Central,CPM,968896,Large,105,2026-07-17,2026-10-30,Paused,76,79,Medium,Medium,92.87,1868709,2694,359.65,1.93,4754615,76,208419,9.68,20174,15.53,3133,48.03,4648.79,968896,1868709
747,CMP_0747_Website_Traffic,Sales,Website Traffic,139,Facebook Ads,Fashion,Freelancers,TOFU,Carousel,Desktop,North,CPM,918045,Large,49,2026-08-27,2026-10-15,Planned,90,97,Low,High,109.52,1923487,1212,757.46,2.1,4743604,87,4173665,2.02,84308,7.75,6533,10.89,219.96,918045,1923487
748,CMP_0748_Increase_Sales,Brand Awareness,Increase Sales,161,Facebook Ads,Healthcare,Working Professionals,TOFU,Story,All Devices,Central,Maximize Clicks,1272951,Enterprise,107,2026-08-03,2026-11-18,Paused,93,87,Low,High,138.5,3035988,2334,545.39,2.38,1756800,74,1046215,5.75,60157,15.74,9468,21.16,1216.72,1272951,3035988
749,CMP_0749_Increase_Brand_Awareness,App Promotion,Increase Brand Awareness,239,Google Search Ads,Food Delivery,Senior Citizens,TOFU,Reels,Mobile,Central,CPC,1105500,Enterprise,98,2026-07-30,2026-11-05,Paused,99,98,Low,High,144.4,2701842,4876,226.72,2.44,301980,64,1987121,10.42,207058,2.99,6191,5.34,556.33,1105500,2701842
750,CMP_0750_Website_Traffic,Sales,Website Traffic,158,Email Marketing,Technology,Working Professionals,TOFU,Image,All Devices,Central,Target ROAS,1365893,Enterprise,120,2026-07-19,2026-11-16,Planned,100,99,Low,High,96.07,2678106,1615,845.75,1.96,764849,97,168229,6.54,11002,10.51,1156,124.15,8119.25,1365893,2678106
751,CMP_0751_Customer_Retention,Retargeting,Customer Retention,250,Google Search Ads,E-Commerce,Students,BOFU,Story,Tablet,North,CPA,139729,Medium,107,2026-01-19,2026-05-06,Completed,73,73,Medium,Medium,100.5,280156,4143,33.73,2.0,794073,64,2435798,1.2,29229,14.4,4208,4.78,57.36,139729,280156
752,CMP_0752_Increase_Brand_Awareness,Product Launch,Increase Brand Awareness,113,Google Display Ads,Healthcare,Families,TOFU,Reels,Tablet,West,Maximize Clicks,675580,Large,59,2026-06-17,2026-08-15,Running,87,81,Low,Medium,114.7,1450470,822,821.87,2.15,145315,98,4380477,10.26,449436,11.57,51999,1.5,154.23,675580,1450470
753,CMP_0753_Increase_Brand_Awareness,Sales,Increase Brand Awareness,65,Email Marketing,Food Delivery,Students,TOFU,Carousel,Desktop,West,CPC,617125,Large,117,2026-03-18,2026-07-13,Running,76,68,Medium,Medium,69.72,1047384,3541,174.28,1.7,165732,97,2571015,11.74,301837,15.43,46573,2.04,240.03,617125,1047384
754,CMP_0754_Website_Traffic,Retargeting,Website Traffic,259,Google Display Ads,Education,Students,BOFU,Reels,All Devices,South,CPM,1441622,Enterprise,54,2026-08-07,2026-09-30,Planned,88,90,Low,Medium,94.17,2799197,4918,293.13,1.94,2918831,60,1262487,2.66,33582,17.36,5829,42.93,1141.89,1441622,2799197
755,CMP_0755_Increase_Sales,App Promotion,Increase Sales,5,LinkedIn Ads,Technology,Business Owners,TOFU,Story,Desktop,East,CPA,1332908,Enterprise,44,2026-08-21,2026-10-04,Planned,88,89,Low,Medium,84.06,2453350,2985,446.54,1.84,261094,63,2841198,10.76,305712,4.52,13818,4.36,469.14,1332908,2453350
756,CMP_0756_App_Installs,Brand Awareness,App Installs,64,Email Marketing,Technology,Students,TOFU,Reels,Tablet,Central,CPA,921602,Large,67,2026-03-26,2026-06-01,Completed,91,93,Low,High,125.98,2082636,3589,256.79,2.26,1083784,71,4507232,5.68,256010,5.46,13978,3.6,204.47,921602,2082636
757,CMP_0757_Customer_Retention,Brand Awareness,Customer Retention,31,Instagram Ads,Education,Families,TOFU,Carousel,All Devices,East,CPC,591343,Large,44,2026-06-06,2026-07-20,Running,88,81,Low,Medium,72.95,1022727,2604,227.09,1.73,671216,95,2533798,11.61,294173,7.11,20915,2.01,233.38,591343,1022727
758,CMP_0758_Increase_Sales,Product Launch,Increase Sales,83,Instagram Ads,Healthcare,Students,TOFU,Carousel,Tablet,South,CPC,1245874,Enterprise,18,2026-06-23,2026-07-11,Running,86,92,Low,Medium,93.46,2410267,4920,253.23,1.93,1295001,67,3369907,8.31,280039,16.41,45954,4.45,369.71,1245874,2410267
759,CMP_0759_Increase_Brand_Awareness,Lead Generation,Increase Brand Awareness,260,Affiliate Marketing,E-Commerce,Working Professionals,MOFU,Carousel,Tablet,Central,CPA,358447,Medium,80,2026-08-16,2026-11-04,Planned,81,87,Medium,Medium,92.21,688970,1539,232.91,1.92,1322145,70,559595,8.61,48181,2.87,1382,7.44,640.55,358447,688970
760,CMP_0760_App_Installs,App Promotion,App Installs,184,Instagram Ads,Finance,Senior Citizens,TOFU,Story,Tablet,West,CPA,184595,Medium,86,2026-07-30,2026-10-24,Planned,73,79,Medium,Medium,76.95,326640,457,403.93,1.77,482336,98,4152592,4.53,188112,9.47,17814,0.98,44.45,184595,326640
761,CMP_0761_Customer_Retention,App Promotion,Customer Retention,270,Facebook Ads,Education,Families,TOFU,Story,All Devices,South,CPM,1159647,Enterprise,89,2026-07-11,2026-10-08,Paused,88,93,Low,Medium,114.81,2491037,3240,357.92,2.15,3890091,91,1194628,2.48,29626,17.83,5282,39.14,970.72,1159647,2491037
762,CMP_0762_Generate_Leads,Lead Generation,Generate Leads,42,LinkedIn Ads,Travel,Business Owners,MOFU,Reels,Desktop,East,Maximize Clicks,339068,Medium,94,2026-07-22,2026-10-24,Planned,61,56,High,Low,69.48,574652,2993,113.29,1.69,4134438,78,1212254,4.18,50672,6.54,3313,6.69,279.7,339068,574652
763,CMP_0763_Generate_Leads,App Promotion,Generate Leads,34,Facebook Ads,E-Commerce,Working Professionals,TOFU,Carousel,Mobile,East,Maximize Clicks,102206,Medium,96,2026-07-28,2026-11-01,Planned,61,67,High,Low,86.29,190399,699,146.22,1.86,3740584,63,449299,6.38,28665,5.14,1473,3.57,227.48,102206,190399
764,CMP_0764_Increase_Brand_Awareness,App Promotion,Increase Brand Awareness,215,Facebook Ads,E-Commerce,Working Professionals,TOFU,Video,Tablet,North,CPC,128928,Medium,82,2026-03-22,2026-06-12,Completed,66,61,High,Low,80.86,233179,310,415.9,1.81,3196061,96,2708794,9.09,246229,10.15,24992,0.52,47.6,128928,233179
765,CMP_0765_Customer_Retention,App Promotion,Customer Retention,79,Facebook Ads,Education,Business Owners,TOFU,Carousel,Tablet,West,CPA,873389,Large,35,2026-07-11,2026-08-15,Paused,94,88,Low,High,103.2,1774726,3670,237.98,2.03,3828871,89,838765,4.43,37157,15.5,5759,23.51,1041.28,873389,1774726
766,CMP_0766_App_Installs,Lead Generation,App Installs,254,Instagram Ads,Healthcare,Senior Citizens,MOFU,Reels,Desktop,North,CPC,380191,Medium,57,2026-08-18,2026-10-14,Paused,76,77,Medium,Medium,108.61,793116,4649,81.78,2.09,4227655,100,1525392,5.32,81150,8.52,6913,4.69,249.24,380191,793116
767,CMP_0767_App_Installs,Sales,App Installs,214,Google Search Ads,Finance,Students,TOFU,Carousel,Mobile,South,CPC,1288741,Enterprise,61,2026-04-03,2026-06-03,Completed,95,91,Low,High,129.54,2958176,4024,320.26,2.3,703486,73,3432609,4.48,153780,6.82,10487,8.38,375.44,1288741,2958176
768,CMP_0768_Increase_Sales,Sales,Increase Sales,267,Facebook Ads,E-Commerce,Students,TOFU,Carousel,Tablet,East,Target ROAS,1372548,Enterprise,19,2026-06-16,2026-07-05,Running,100,99,Low,High,110.1,2883723,270,5083.51,2.1,2317515,99,766381,5.67,43453,16.27,7069,31.59,1790.95,1372548,2883723
769,CMP_0769_Increase_Brand_Awareness,App Promotion,Increase Brand Awareness,178,Email Marketing,Education,Students,TOFU,Carousel,Tablet,Central,CPC,794820,Large,65,2026-08-24,2026-10-28,Paused,88,82,Low,Medium,130.79,1834365,4408,180.31,2.31,3438307,66,930793,10.13,94289,2.92,2753,8.43,853.92,794820,1834365
770,CMP_0770_App_Installs,App Promotion,App Installs,30,Affiliate Marketing,Fashion,Business Owners,TOFU,Reels,Desktop,North,Target ROAS,1398291,Enterprise,84,2026-07-17,2026-10-09,Paused,100,99,Low,High,95.65,2735756,2329,600.38,1.96,1643821,96,828265,2.25,18635,14.37,2677,75.04,1688.22,1398291,2735756
771,CMP_0771_App_Installs,Brand Awareness,App Installs,175,Facebook Ads,Healthcare,Working Professionals,TOFU,Carousel,All Devices,South,CPM,421528,Medium,83,2026-03-11,2026-06-02,Completed,77,84,Medium,Medium,113.31,899161,1777,237.21,2.13,4675181,71,4570307,4.38,200179,7.22,14452,2.11,92.23,421528,899161
772,CMP_0772_Customer_Retention,Product Launch,Customer Retention,112,Affiliate Marketing,Healthcare,Working Professionals,TOFU,Carousel,Desktop,Central,Maximize Clicks,460631,Medium,106,2026-07-10,2026-10-24,Planned,80,74,Medium,Medium,102.4,932317,4344,106.04,2.02,799876,64,3338809,3.78,126206,8.14,10273,3.65,137.96,460631,932317
773,CMP_0773_Website_Traffic,Lead Generation,Website Traffic,1,Affiliate Marketing,Education,Senior Citizens,MOFU,Reels,Mobile,North,CPM,316037,Medium,63,2026-07-18,2026-09-19,Paused,65,58,High,Low,85.66,586754,2071,152.6,1.86,1719350,92,1613095,3.12,50328,4.04,2033,6.28,195.92,316037,586754
774,CMP_0774_Increase_Sales,Brand Awareness,Increase Sales,71,Email Marketing,Technology,Business Owners,TOFU,Reels,All Devices,North,Maximize Clicks,116238,Medium,67,2026-07-22,2026-09-27,Paused,77,83,Medium,Medium,72.48,200487,3837,30.29,1.72,4897633,81,675181,5.27,35582,17.59,6258,3.27,172.16,116238,200487
775,CMP_0775_Increase_Brand_Awareness,Lead Generation,Increase Brand Awareness,111,YouTube Ads,Technology,Business Owners,MOFU,Reels,Mobile,Central,Target ROAS,1223315,Enterprise,84,2026-05-08,2026-07-31,Running,96,95,Low,High,81.32,2218114,4733,258.47,1.81,3311632,69,3786058,2.04,77235,13.84,10689,15.84,323.11,1223315,2218114
776,CMP_0776_Generate_Leads,Sales,Generate Leads,256,YouTube Ads,E-Commerce,Senior Citizens,TOFU,Reels,Tablet,East,CPA,852130,Large,95,2026-02-18,2026-05-24,Completed,81,87,Medium,Medium,119.93,1874089,1538,554.05,2.2,3094316,100,1556199,5.31,82634,5.8,4792,10.31,547.57,852130,1874089
777,CMP_0777_Generate_Leads,Sales,Generate Leads,110,Instagram Ads,E-Commerce,Freelancers,TOFU,Reels,Desktop,West,CPA,635264,Large,38,2026-04-25,2026-06-02,Completed,77,76,Medium,Medium,104.19,1297145,455,1396.18,2.04,200502,73,1062047,11.52,122347,9.99,12222,5.19,598.15,635264,1297145
778,CMP_0778_Website_Traffic,Retargeting,Website Traffic,57,Affiliate Marketing,Travel,Working Professionals,BOFU,Image,All Devices,West,CPM,1351717,Enterprise,96,2026-04-18,2026-07-23,Running,97,89,Low,High,108.34,2816167,3651,370.23,2.08,101189,85,3439523,11.58,398296,10.98,43732,3.39,393.0,1351717,2816167
779,CMP_0779_Website_Traffic,Lead Generation,Website Traffic,61,Email Marketing,Food Delivery,Students,MOFU,Carousel,Desktop,North,CPA,1142803,Enterprise,57,2026-03-08,2026-05-04,Completed,94,99,Low,High,75.78,2008819,3198,357.35,1.76,1404680,78,3174646,6.85,217463,12.4,26965,5.26,359.98,1142803,2008819
780,CMP_0780_Customer_Retention,App Promotion,Customer Retention,121,Google Search Ads,Fashion,Families,TOFU,Story,Mobile,Central,Maximize Clicks,333274,Medium,116,2026-08-16,2026-12-10,Paused,88,82,Low,Medium,111.01,703241,4286,77.76,2.11,3817080,87,4173167,9.92,413978,12.38,51250,0.81,79.86,333274,703241
781,CMP_0781_Generate_Leads,App Promotion,Generate Leads,76,LinkedIn Ads,Education,Working Professionals,TOFU,Story,All Devices,East,Maximize Clicks,1412275,Enterprise,47,2026-07-29,2026-09-14,Planned,94,95,Low,High,87.33,2645614,2176,649.02,1.87,874985,76,3046270,10.73,326864,13.85,45270,4.32,463.61,1412275,2645614
782,CMP_0782_Website_Traffic,App Promotion,Website Traffic,90,Google Display Ads,Food Delivery,Freelancers,TOFU,Image,Desktop,East,Maximize Clicks,1448941,Enterprise,18,2026-07-31,2026-08-18,Planned,90,97,Low,High,110.47,3049586,4503,321.77,2.1,3632223,86,4894260,5.77,282398,2.98,8415,5.13,296.05,1448941,3049586
783,CMP_0783_Increase_Sales,Lead Generation,Increase Sales,197,Google Search Ads,E-Commerce,Freelancers,MOFU,Story,Mobile,West,Target ROAS,520471,Large,94,2026-04-11,2026-07-14,Running,75,81,Medium,Medium,106.46,1074564,631,824.84,2.06,185426,97,821841,4.14,34024,1.71,581,15.3,633.3,520471,1074564
784,CMP_0784_App_Installs,App Promotion,App Installs,160,YouTube Ads,Healthcare,Senior Citizens,TOFU,Image,Desktop,South,Target ROAS,117282,Medium,104,2026-07-12,2026-10-24,Paused,84,92,Medium,Medium,84.15,215974,1949,60.18,1.84,3401723,97,2708681,1.91,51735,1.77,915,2.27,43.3,117282,215974
785,CMP_0785_Website_Traffic,App Promotion,Website Traffic,282,Google Display Ads,Food Delivery,Working Professionals,TOFU,Carousel,Tablet,West,Target ROAS,328188,Medium,60,2026-02-23,2026-04-24,Completed,60,54,High,Low,62.51,533338,3026,108.46,1.63,4180163,63,587222,4.12,24193,12.41,3002,13.57,558.88,328188,533338
786,CMP_0786_App_Installs,App Promotion,App Installs,206,YouTube Ads,Travel,Senior Citizens,TOFU,Carousel,Mobile,West,CPC,302703,Medium,62,2026-05-16,2026-07-17,Running,85,88,Low,Medium,103.62,616363,732,413.53,2.04,3512458,71,3208814,1.53,49094,10.36,5086,6.17,94.33,302703,616363
787,CMP_0787_Website_Traffic,Lead Generation,Website Traffic,239,Google Search Ads,Fashion,Students,MOFU,Image,All Devices,North,CPA,851605,Large,27,2026-06-21,2026-07-18,Running,83,75,Medium,Medium,124.12,1908617,4589,185.58,2.24,3009777,95,904691,5.69,51476,14.44,7433,16.54,941.32,851605,1908617
788,CMP_0788_Generate_Leads,Brand Awareness,Generate Leads,243,Instagram Ads,Fashion,Senior Citizens,TOFU,Carousel,Desktop,South,CPA,67020,Small,51,2026-08-13,2026-10-03,Paused,67,74,High,Low,71.68,115059,2007,33.39,1.72,3248566,67,1072790,0.93,9976,17.16,1711,6.72,62.47,67020,115059
789,CMP_0789_Increase_Brand_Awareness,Sales,Increase Brand Awareness,10,YouTube Ads,E-Commerce,Families,TOFU,Image,Desktop,Central,Target ROAS,938040,Large,19,2026-07-11,2026-07-30,Planned,89,95,Low,Medium,124.25,2103554,948,989.49,2.24,3177019,98,316236,6.69,21156,14.44,3054,44.34,2966.27,938040,2103554
790,CMP_0790_Generate_Leads,App Promotion,Generate Leads,157,Instagram Ads,Travel,Business Owners,TOFU,Image,All Devices,North,CPA,579258,Large,52,2026-04-02,2026-05-24,Completed,79,81,Medium,Medium,117.58,1260349,1764,328.38,2.18,1237071,90,4151939,10.36,430140,3.92,16861,1.35,139.52,579258,1260349
791,CMP_0791_App_Installs,App Promotion,App Installs,177,LinkedIn Ads,Travel,Working Professionals,TOFU,Carousel,Desktop,Central,Maximize Clicks,419318,Medium,79,2026-03-24,2026-06-11,Completed,69,76,High,Low,81.88,762655,1277,328.36,1.82,259609,78,3344725,10.68,357216,13.34,47652,1.17,125.37,419318,762655
792,CMP_0792_Increase_Sales,Sales,Increase Sales,206,Google Search Ads,E-Commerce,Students,TOFU,Carousel,All Devices,North,CPC,905292,Large,110,2026-08-01,2026-11-19,Planned,78,86,Medium,Medium,65.93,1502151,1678,539.51,1.66,1751974,89,241722,6.65,16074,15.59,2505,56.32,3745.18,905292,1502151
793,CMP_0793_Generate_Leads,Retargeting,Generate Leads,165,LinkedIn Ads,E-Commerce,Senior Citizens,BOFU,Carousel,All Devices,West,CPC,1225577,Enterprise,40,2026-08-09,2026-09-18,Paused,89,95,Low,Medium,108.02,2549445,1037,1181.85,2.08,2110199,81,4073916,8.76,356875,10.99,39220,3.43,300.84,1225577,2549445
794,CMP_0794_Website_Traffic,App Promotion,Website Traffic,63,YouTube Ads,Fashion,Students,TOFU,Image,Desktop,East,CPM,584774,Large,29,2026-06-22,2026-07-21,Running,93,89,Low,High,99.28,1165337,112,5221.2,1.99,2512272,79,3727973,11.03,411195,8.53,35074,1.42,156.86,584774,1165337
795,CMP_0795_Website_Traffic,Lead Generation,Website Traffic,206,Instagram Ads,Food Delivery,Business Owners,MOFU,Reels,Tablet,North,CPC,1166801,Enterprise,95,2026-05-11,2026-08-14,Running,85,88,Low,Medium,78.43,2081923,2995,389.58,1.78,2338942,65,4536763,2.61,118409,4.85,5742,9.85,257.19,1166801,2081923
796,CMP_0796_Customer_Retention,Product Launch,Customer Retention,21,Google Display Ads,Education,Senior Citizens,TOFU,Image,Mobile,West,CPA,566989,Large,45,2026-07-06,2026-08-20,Planned,78,74,Medium,Medium,94.08,1100412,264,2147.69,1.94,3621235,98,3922813,5.54,217323,17.05,37053,2.61,144.54,566989,1100412
797,CMP_0797_Website_Traffic,Lead Generation,Website Traffic,209,YouTube Ads,Food Delivery,Senior Citizens,MOFU,Carousel,Tablet,West,CPM,1317549,Enterprise,99,2026-08-19,2026-11-26,Paused,87,94,Low,Medium,123.33,2942482,643,2049.07,2.23,2729289,86,217960,10.17,22166,10.88,2411,59.44,6044.91,1317549,2942482
798,CMP_0798_Website_Traffic,Lead Generation,Website Traffic,50,Google Display Ads,Fashion,Working Professionals,MOFU,Image,Desktop,Central,CPM,676363,Large,29,2026-06-10,2026-07-09,Running,86,87,Low,Medium,91.29,1293814,2841,238.07,1.91,1075034,61,4257933,5.95,253347,5.57,14111,2.67,158.85,676363,1293814
799,CMP_0799_Increase_Sales,Retargeting,Increase Sales,8,Google Search Ads,E-Commerce,Freelancers,BOFU,Story,Desktop,East,CPC,1099243,Enterprise,90,2026-07-13,2026-10-11,Paused,95,94,Low,High,88.52,2072292,4231,259.81,1.89,1609788,75,4624186,9.98,461493,5.54,25566,2.38,237.72,1099243,2072292
800,CMP_0800_App_Installs,Sales,App Installs,104,Affiliate Marketing,E-Commerce,Students,TOFU,Video,All Devices,South,CPM,228533,Medium,117,2026-08-11,2026-12-06,Paused,88,87,Low,Medium,102.64,463099,2385,95.82,2.03,4777064,79,2338183,5.14,120182,6.22,7475,1.9,97.74,228533,463099
801,CMP_0801_Increase_Sales,Sales,Increase Sales,126,Google Display Ads,Fashion,Students,TOFU,Reels,Desktop,North,CPC,867917,Large,62,2026-07-18,2026-09-18,Planned,92,85,Low,High,88.42,1635329,4641,187.01,1.88,4727512,97,2255380,4.01,90440,4.63,4187,9.6,384.82,867917,1635329
802,CMP_0802_Generate_Leads,Lead Generation,Generate Leads,223,Instagram Ads,Food Delivery,Senior Citizens,MOFU,Story,Desktop,North,CPM,634928,Large,75,2026-07-08,2026-09-21,Planned,78,72,Medium,Medium,78.53,1133536,4546,139.67,1.79,2470985,75,867621,7.24,62815,13.16,8266,10.11,731.8,634928,1133536
803,CMP_0803_Customer_Retention,App Promotion,Customer Retention,69,Google Search Ads,Travel,Senior Citizens,TOFU,Story,Tablet,South,CPC,714561,Large,88,2026-01-20,2026-04-18,Completed,75,76,Medium,Medium,111.31,1509938,682,1047.74,2.11,1161627,93,4516829,1.82,82206,2.34,1923,8.69,158.2,714561,1509938
804,CMP_0804_Website_Traffic,Retargeting,Website Traffic,189,Facebook Ads,Fashion,Business Owners,BOFU,Carousel,Tablet,West,Maximize Clicks,1204378,Enterprise,19,2026-06-20,2026-07-09,Running,94,94,Low,High,118.24,2628434,4948,243.41,2.18,4491044,97,3362456,4.84,162742,16.82,27373,7.4,358.18,1204378,2628434
805,CMP_0805_Increase_Brand_Awareness,Brand Awareness,Increase Brand Awareness,191,Facebook Ads,Technology,Families,TOFU,Image,All Devices,East,Maximize Clicks,1152314,Enterprise,101,2026-07-08,2026-10-17,Planned,90,85,Low,High,113.94,2465260,4858,237.2,2.14,2161043,62,4639969,1.02,47327,12.61,5967,24.35,248.35,1152314,2465260
806,CMP_0806_Website_Traffic,Brand Awareness,Website Traffic,266,LinkedIn Ads,Technology,Senior Citizens,TOFU,Video,Desktop,West,CPC,1458767,Enterprise,64,2026-03-25,2026-05-28,Completed,88,94,Low,Medium,115.12,3138099,3195,456.58,2.15,50917,61,2636176,6.05,159488,3.72,5932,9.15,553.36,1458767,3138099
807,CMP_0807_Generate_Leads,Lead Generation,Generate Leads,162,YouTube Ads,Education,Families,MOFU,Carousel,All Devices,Central,Target ROAS,215385,Medium,64,2026-07-16,2026-09-18,Planned,76,70,Medium,Medium,65.72,356936,2570,83.81,1.66,4650355,66,4118283,11.3,465365,5.58,25967,0.46,52.3,215385,356936
808,CMP_0808_Customer_Retention,Lead Generation,Customer Retention,292,Affiliate Marketing,Healthcare,Families,MOFU,Image,Mobile,Central,Target ROAS,153785,Medium,79,2026-02-02,2026-04-22,Completed,65,65,High,Low,59.0,244518,728,211.24,1.59,2357471,94,1038090,7.23,75053,13.26,9952,2.05,148.14,153785,244518
809,CMP_0809_App_Installs,Sales,App Installs,99,Google Search Ads,Travel,Business Owners,TOFU,Image,Desktop,Central,Target ROAS,881510,Large,30,2026-03-22,2026-04-21,Completed,95,90,Low,High,85.22,1632732,1354,651.04,1.85,1387444,83,1956337,10.19,199350,6.54,13037,4.42,450.59,881510,1632732
810,CMP_0810_Increase_Brand_Awareness,Retargeting,Increase Brand Awareness,176,LinkedIn Ads,Education,Freelancers,BOFU,Carousel,Tablet,East,CPA,1435468,Enterprise,114,2025-12-30,2026-04-23,Completed,99,91,Low,High,136.57,3395886,4253,337.52,2.37,1460468,80,2063909,4.75,98035,16.36,16038,14.64,695.51,1435468,3395886
811,CMP_0811_Increase_Sales,Retargeting,Increase Sales,119,Instagram Ads,Travel,Freelancers,BOFU,Story,Desktop,East,CPA,320269,Medium,33,2026-06-14,2026-07-17,Running,84,90,Medium,Medium,118.9,701068,1416,226.18,2.19,4499465,89,529789,5.49,29085,9.95,2893,11.01,604.52,320269,701068
812,CMP_0812_Generate_Leads,Retargeting,Generate Leads,84,Google Search Ads,Healthcare,Business Owners,BOFU,Carousel,Mobile,North,CPM,517219,Large,31,2026-05-07,2026-06-07,Completed,89,96,Low,Medium,79.9,930476,3205,161.38,1.8,2672074,72,1644687,5.98,98352,12.69,12480,5.26,314.48,517219,930476
813,CMP_0813_Increase_Sales,Sales,Increase Sales,74,Google Search Ads,Healthcare,Students,TOFU,Carousel,All Devices,West,CPM,1307120,Enterprise,29,2026-06-01,2026-06-30,Running,99,98,Low,High,101.12,2628879,353,3702.89,2.01,772367,77,604929,1.71,10344,10.54,1090,126.37,2160.78,1307120,2628879
814,CMP_0814_Customer_Retention,Sales,Customer Retention,231,Google Search Ads,Education,Families,TOFU,Video,Mobile,Central,CPA,302733,Medium,58,2026-05-18,2026-07-15,Running,82,86,Medium,Medium,74.95,529631,4723,64.1,1.75,4499865,95,4502089,5.55,249865,4.61,11518,1.21,67.24,302733,529631
815,CMP_0815_Website_Traffic,Brand Awareness,Website Traffic,15,Instagram Ads,Travel,Families,TOFU,Story,Tablet,East,CPC,918591,Large,37,2026-04-17,2026-05-24,Completed,77,72,Medium,Medium,68.4,1546907,4647,197.67,1.68,2293031,80,139003,6.34,8812,4.5,396,104.24,6608.43,918591,1546907
816,CMP_0816_Increase_Sales,Sales,Increase Sales,164,Google Display Ads,E-Commerce,Business Owners,TOFU,Video,Desktop,South,CPC,518669,Large,100,2026-08-23,2026-12-01,Paused,87,81,Low,Medium,104.17,1058966,2425,213.88,2.04,4580531,74,1421567,5.15,73210,3.66,2679,7.08,364.86,518669,1058966
817,CMP_0817_Website_Traffic,Lead Generation,Website Traffic,258,Facebook Ads,Finance,Senior Citizens,MOFU,Carousel,All Devices,East,Target ROAS,1286694,Enterprise,96,2026-06-24,2026-09-28,Running,87,95,Low,Medium,81.8,2339209,3728,345.14,1.82,579703,86,2339309,7.67,179425,10.82,19413,7.17,550.03,1286694,2339209
818,CMP_0818_App_Installs,Retargeting,App Installs,158,LinkedIn Ads,Education,Families,BOFU,Reels,Desktop,North,Target ROAS,1052458,Enterprise,24,2026-03-27,2026-04-20,Completed,87,86,Low,Medium,100.04,2105336,174,6048.61,2.0,2982934,74,333218,8.91,29689,1.82,540,35.45,3158.47,1052458,2105336
819,CMP_0819_Increase_Sales,Brand Awareness,Increase Sales,93,Google Search Ads,Education,Freelancers,TOFU,Reels,Tablet,East,CPA,459770,Medium,53,2026-06-16,2026-08-08,Running,75,74,Medium,Medium,73.64,798344,1471,312.56,1.74,840925,78,1194319,11.33,135316,12.87,17415,3.4,384.96,459770,798344
820,CMP_0820_Generate_Leads,App Promotion,Generate Leads,30,Facebook Ads,Healthcare,Freelancers,TOFU,Image,Tablet,West,CPM,459495,Medium,112,2026-07-08,2026-10-28,Paused,63,67,High,Low,73.43,796902,3063,150.01,1.73,3540328,75,805128,3.26,26247,17.97,4716,17.51,570.71,459495,796902
821,CMP_0821_Increase_Brand_Awareness,Retargeting,Increase Brand Awareness,284,Email Marketing,Healthcare,Working Professionals,BOFU,Carousel,Desktop,West,CPA,448582,Medium,87,2026-02-09,2026-05-07,Completed,70,70,Medium,Medium,98.69,891287,4307,104.15,1.99,699641,95,3352903,8.24,276279,16.54,45696,1.62,133.79,448582,891287
822,CMP_0822_Website_Traffic,Retargeting,Website Traffic,39,Instagram Ads,Travel,Families,BOFU,Carousel,Desktop,Central,Target ROAS,1252136,Enterprise,106,2026-07-19,2026-11-02,Planned,94,99,Low,High,116.86,2715382,4224,296.43,2.17,1068060,75,184638,1.81,3341,3.04,101,374.78,6781.57,1252136,2715382
823,CMP_0823_App_Installs,Product Launch,App Installs,40,Google Display Ads,Finance,Freelancers,TOFU,Carousel,Desktop,East,CPA,936422,Large,103,2026-07-24,2026-11-04,Planned,75,76,Medium,Medium,81.05,1695392,360,2601.17,1.81,4405712,94,1863510,8.16,152062,4.65,7070,6.16,502.5,936422,1695392
824,CMP_0824_Website_Traffic,Lead Generation,Website Traffic,215,Affiliate Marketing,Education,Freelancers,MOFU,Image,Tablet,East,CPM,400154,Medium,90,2026-03-03,2026-06-01,Completed,79,72,Medium,Medium,66.41,665896,1596,250.72,1.66,3284693,95,2331329,6.07,141511,2.64,3735,2.83,171.64,400154,665896
825,CMP_0825_Increase_Sales,Lead Generation,Increase Sales,80,Email Marketing,E-Commerce,Working Professionals,MOFU,Story,Mobile,North,CPA,1422698,Enterprise,104,2026-07-12,2026-10-24,Paused,89,90,Low,Medium,98.64,2826047,1266,1123.77,1.99,2063167,79,2207150,2.42,53413,14.97,7995,26.64,644.59,1422698,2826047
826,CMP_0826_Increase_Sales,Sales,Increase Sales,251,Google Display Ads,Education,Business Owners,TOFU,Image,Desktop,North,CPA,942715,Large,81,2026-08-04,2026-10-24,Planned,85,85,Low,Medium,108.9,1969331,3502,269.19,2.09,2175461,84,353393,9.31,32900,4.28,1408,28.65,2667.61,942715,1969331
