Campaign_ID,Campaign_Name,Campaign_Type,Campaign_Objective,Product_ID,Marketing_Channel,Industry,Target_Audience,Funnel_Stage,Creative_Type,Device_Target,Region_Target,Bid_Strategy,Budget,Budget_Category,Campaign_Duration,Start_Date,End_Date,Campaign_Status,AI_Campaign_Score,Success_Probability,Risk_Level,Priority,Expected_ROI,Estimated_Revenue,Expected_Conversions,Target_CPA,Target_ROAS,Audience_Size,Optimization_Score,Impressions,Clicks,Conversions,CTR,Conversion_Rate,Spend,Revenue,CPC,CPM,ROAS,ROI,Engagement_Rate,Bounce_Rate,Avg_Session_Duration,Campaign_Success
785,CMP_0785_Website_Traffic,App Promotion,Website Traffic,282,Google Display Ads,Food Delivery,Working Professionals,TOFU,Carousel,Tablet,West,Target ROAS,328188,Medium,60,2026-02-23,2026-04-24,Completed,60,54,High,Low,62.51,533338,3026,108.46,1.63,4180163,63,587222,24193,3002,4.12,12.41,328188,533338,13.57,558.88,1.63,62.51,4.49,34.49,421,1
786,CMP_0786_App_Installs,App Promotion,App Installs,206,YouTube Ads,Travel,Senior Citizens,TOFU,Carousel,Mobile,West,CPC,302703,Medium,62,2026-05-16,2026-07-17,Running,85,88,Low,Medium,103.62,616363,732,413.53,2.04,3512458,71,3208814,49094,5086,1.53,10.36,302703,616363,6.17,94.33,2.04,103.62,9.24,54.64,456,1
787,CMP_0787_Website_Traffic,Lead Generation,Website Traffic,239,Google Search Ads,Fashion,Students,MOFU,Image,All Devices,North,CPA,851605,Large,27,2026-06-21,2026-07-18,Running,83,75,Medium,Medium,124.12,1908617,4589,185.58,2.24,3009777,95,904691,51476,7433,5.69,14.44,851605,1908617,16.54,941.32,2.24,124.12,2.21,54.6,64,1
788,CMP_0788_Generate_Leads,Brand Awareness,Generate Leads,243,Instagram Ads,Fashion,Senior Citizens,TOFU,Carousel,Desktop,South,CPA,67020,Small,51,2026-08-13,2026-10-03,Paused,67,74,High,Low,71.68,115059,2007,33.39,1.72,3248566,67,1072790,9976,1711,0.93,17.15,67020,115059,6.72,62.47,1.72,71.68,6.67,64.99,108,1
789,CMP_0789_Increase_Brand_Awareness,Sales,Increase Brand Awareness,10,YouTube Ads,E-Commerce,Families,TOFU,Image,Desktop,Central,Target ROAS,938040,Large,19,2026-07-11,2026-07-30,Planned,89,95,Low,Medium,124.25,2103554,948,989.49,2.24,3177019,98,316236,21156,3054,6.69,14.44,938040,2103554,44.34,2966.27,2.24,124.25,3.79,40.25,326,1
790,CMP_0790_Generate_Leads,App Promotion,Generate Leads,157,Instagram Ads,Travel,Business Owners,TOFU,Image,All Devices,North,CPA,579258,Large,52,2026-04-02,2026-05-24,Completed,79,81,Medium,Medium,117.58,1260349,1764,328.38,2.18,1237071,90,4151939,430140,16861,10.36,3.92,579258,1260349,1.35,139.52,2.18,117.58,17.79,48.84,183,1
791,CMP_0791_App_Installs,App Promotion,App Installs,177,LinkedIn Ads,Travel,Working Professionals,TOFU,Carousel,Desktop,Central,Maximize Clicks,419318,Medium,79,2026-03-24,2026-06-11,Completed,69,76,High,Low,81.88,762655,1277,328.36,1.82,259609,78,3344725,357216,47652,10.68,13.34,419318,762655,1.17,125.37,1.82,81.88,14.56,59.95,117,1
792,CMP_0792_Increase_Sales,Sales,Increase Sales,206,Google Search Ads,E-Commerce,Students,TOFU,Carousel,All Devices,North,CPC,905292,Large,110,2026-08-01,2026-11-19,Planned,78,86,Medium,Medium,65.93,1502151,1678,539.51,1.66,1751974,89,241722,16074,2505,6.65,15.58,905292,1502151,56.32,3745.18,1.66,65.93,2.04,51.33,81,1
793,CMP_0793_Generate_Leads,Retargeting,Generate Leads,165,LinkedIn Ads,E-Commerce,Senior Citizens,BOFU,Carousel,All Devices,West,CPC,1225577,Enterprise,40,2026-08-09,2026-09-18,Paused,89,95,Low,Medium,108.02,2549445,1037,1181.85,2.08,2110199,81,4073916,356875,39220,8.76,10.99,1225577,2549445,3.43,300.84,2.08,108.02,4.6,64.48,378,1
794,CMP_0794_Website_Traffic,App Promotion,Website Traffic,63,YouTube Ads,Fashion,Students,TOFU,Image,Desktop,East,CPM,584774,Large,29,2026-06-22,2026-07-21,Running,93,89,Low,High,99.28,1165337,112,5221.2,1.99,2512272,79,3727973,411195,35074,11.03,8.53,584774,1165337,1.42,156.86,1.99,99.28,14.41,56.34,494,1
795,CMP_0795_Website_Traffic,Lead Generation,Website Traffic,206,Instagram Ads,Food Delivery,Business Owners,MOFU,Reels,Tablet,North,CPC,1166801,Enterprise,95,2026-05-11,2026-08-14,Running,85,88,Low,Medium,78.43,2081923,2995,389.58,1.78,2338942,65,4536763,118409,5742,2.61,4.85,1166801,2081923,9.85,257.19,1.78,78.43,10.53,56.93,411,0
796,CMP_0796_Customer_Retention,Product Launch,Customer Retention,21,Google Display Ads,Education,Senior Citizens,TOFU,Image,Mobile,West,CPA,566989,Large,45,2026-07-06,2026-08-20,Planned,78,74,Medium,Medium,94.08,1100412,264,2147.69,1.94,3621235,98,3922813,217323,37053,5.54,17.05,566989,1100412,2.61,144.54,1.94,94.08,11.38,48.39,497,1
797,CMP_0797_Website_Traffic,Lead Generation,Website Traffic,209,YouTube Ads,Food Delivery,Senior Citizens,MOFU,Carousel,Tablet,West,CPM,1317549,Enterprise,99,2026-08-19,2026-11-26,Paused,87,94,Low,Medium,123.33,2942482,643,2049.07,2.23,2729289,86,217960,22166,2411,10.17,10.88,1317549,2942482,59.44,6044.91,2.23,123.33,10.42,22.85,238,1
798,CMP_0798_Website_Traffic,Lead Generation,Website Traffic,50,Google Display Ads,Fashion,Working Professionals,MOFU,Image,Desktop,Central,CPM,676363,Large,29,2026-06-10,2026-07-09,Running,86,87,Low,Medium,91.29,1293814,2841,238.07,1.91,1075034,61,4257933,253347,14111,5.95,5.57,676363,1293814,2.67,158.85,1.91,91.29,13.44,64.73,287,0
799,CMP_0799_Increase_Sales,Retargeting,Increase Sales,8,Google Search Ads,E-Commerce,Freelancers,BOFU,Story,Desktop,East,CPC,1099243,Enterprise,90,2026-07-13,2026-10-11,Paused,95,94,Low,High,88.52,2072292,4231,259.81,1.89,1609788,75,4624186,461493,25566,9.98,5.54,1099243,2072292,2.38,237.72,1.89,88.52,7.63,61.19,475,0
800,CMP_0800_App_Installs,Sales,App Installs,104,Affiliate Marketing,E-Commerce,Students,TOFU,Video,All Devices,South,CPM,228533,Medium,117,2026-08-11,2026-12-06,Paused,88,87,Low,Medium,102.64,463099,2385,95.82,2.03,4777064,79,2338183,120182,7475,5.14,6.22,228533,463099,1.9,97.74,2.03,102.64,3.71,65.05,153,1
801,CMP_0801_Increase_Sales,Sales,Increase Sales,126,Google Display Ads,Fashion,Students,TOFU,Reels,Desktop,North,CPC,867917,Large,62,2026-07-18,2026-09-18,Planned,92,85,Low,High,88.42,1635329,4641,187.01,1.88,4727512,97,2255380,90440,4187,4.01,4.63,867917,1635329,9.6,384.82,1.88,88.42,17.56,26.97,358,0
802,CMP_0802_Generate_Leads,Lead Generation,Generate Leads,223,Instagram Ads,Food Delivery,Senior Citizens,MOFU,Story,Desktop,North,CPM,634928,Large,75,2026-07-08,2026-09-21,Planned,78,72,Medium,Medium,78.53,1133536,4546,139.67,1.79,2470985,75,867621,62815,8266,7.24,13.16,634928,1133536,10.11,731.8,1.79,78.53,8.46,66.8,393,1
803,CMP_0803_Customer_Retention,App Promotion,Customer Retention,69,Google Search Ads,Travel,Senior Citizens,TOFU,Story,Tablet,South,CPC,714561,Large,88,2026-01-20,2026-04-18,Completed,75,76,Medium,Medium,111.31,1509938,682,1047.74,2.11,1161627,93,4516829,82206,1923,1.82,2.34,714561,1509938,8.69,158.2,2.11,111.31,12.01,57.56,480,1
804,CMP_0804_Website_Traffic,Retargeting,Website Traffic,189,Facebook Ads,Fashion,Business Owners,BOFU,Carousel,Tablet,West,Maximize Clicks,1204378,Enterprise,19,2026-06-20,2026-07-09,Running,94,94,Low,High,118.24,2628434,4948,243.41,2.18,4491044,97,3362456,162742,27373,4.84,16.82,1204378,2628434,7.4,358.18,2.18,118.24,13.83,42.87,63,1
805,CMP_0805_Increase_Brand_Awareness,Brand Awareness,Increase Brand Awareness,191,Facebook Ads,Technology,Families,TOFU,Image,All Devices,East,Maximize Clicks,1152314,Enterprise,101,2026-07-08,2026-10-17,Planned,90,85,Low,High,113.94,2465260,4858,237.2,2.14,2161043,62,4639969,47327,5967,1.02,12.61,1152314,2465260,24.35,248.35,2.14,113.94,8.15,22.28,200,1
806,CMP_0806_Website_Traffic,Brand Awareness,Website Traffic,266,LinkedIn Ads,Technology,Senior Citizens,TOFU,Video,Desktop,West,CPC,1458767,Enterprise,64,2026-03-25,2026-05-28,Completed,88,94,Low,Medium,115.12,3138099,3195,456.58,2.15,50917,61,2636176,159488,5932,6.05,3.72,1458767,3138099,9.15,553.36,2.15,115.12,4.61,47.84,165,1
807,CMP_0807_Generate_Leads,Lead Generation,Generate Leads,162,YouTube Ads,Education,Families,MOFU,Carousel,All Devices,Central,Target ROAS,215385,Medium,64,2026-07-16,2026-09-18,Planned,76,70,Medium,Medium,65.72,356936,2570,83.81,1.66,4650355,66,4118283,465365,25967,11.3,5.58,215385,356936,0.46,52.3,1.66,65.72,3.5,64.07,199,0
808,CMP_0808_Customer_Retention,Lead Generation,Customer Retention,292,Affiliate Marketing,Healthcare,Families,MOFU,Image,Mobile,Central,Target ROAS,153785,Medium,79,2026-02-02,2026-04-22,Completed,65,65,High,Low,59.0,244518,728,211.24,1.59,2357471,94,1038090,75053,9952,7.23,13.26,153785,244518,2.05,148.14,1.59,59.0,7.62,25.75,400,1
809,CMP_0809_App_Installs,Sales,App Installs,99,Google Search Ads,Travel,Business Owners,TOFU,Image,Desktop,Central,Target ROAS,881510,Large,30,2026-03-22,2026-04-21,Completed,95,90,Low,High,85.22,1632732,1354,651.04,1.85,1387444,83,1956337,199350,13037,10.19,6.54,881510,1632732,4.42,450.59,1.85,85.22,13.3,33.98,192,0
810,CMP_0810_Increase_Brand_Awareness,Retargeting,Increase Brand Awareness,176,LinkedIn Ads,Education,Freelancers,BOFU,Carousel,Tablet,East,CPA,1435468,Enterprise,114,2025-12-30,2026-04-23,Completed,99,91,Low,High,136.57,3395886,4253,337.52,2.37,1460468,80,2063909,98035,16038,4.75,16.36,1435468,3395886,14.64,695.51,2.37,136.57,17.94,30.36,130,1
811,CMP_0811_Increase_Sales,Retargeting,Increase Sales,119,Instagram Ads,Travel,Freelancers,BOFU,Story,Desktop,East,CPA,320269,Medium,33,2026-06-14,2026-07-17,Running,84,90,Medium,Medium,118.9,701068,1416,226.18,2.19,4499465,89,529789,29085,2893,5.49,9.95,320269,701068,11.01,604.52,2.19,118.9,4.23,65.98,460,1
812,CMP_0812_Generate_Leads,Retargeting,Generate Leads,84,Google Search Ads,Healthcare,Business Owners,BOFU,Carousel,Mobile,North,CPM,517219,Large,31,2026-05-07,2026-06-07,Completed,89,96,Low,Medium,79.9,930476,3205,161.38,1.8,2672074,72,1644687,98352,12480,5.98,12.69,517219,930476,5.26,314.48,1.8,79.9,11.23,30.09,277,1
813,CMP_0813_Increase_Sales,Sales,Increase Sales,74,Google Search Ads,Healthcare,Students,TOFU,Carousel,All Devices,West,CPM,1307120,Enterprise,29,2026-06-01,2026-06-30,Running,99,98,Low,High,101.12,2628879,353,3702.89,2.01,772367,77,604929,10344,1090,1.71,10.54,1307120,2628879,126.37,2160.78,2.01,101.12,3.22,48.53,37,1
814,CMP_0814_Customer_Retention,Sales,Customer Retention,231,Google Search Ads,Education,Families,TOFU,Video,Mobile,Central,CPA,302733,Medium,58,2026-05-18,2026-07-15,Running,82,86,Medium,Medium,74.95,529631,4723,64.1,1.75,4499865,95,4502089,249865,11518,5.55,4.61,302733,529631,1.21,67.24,1.75,74.95,16.68,69.77,190,0
815,CMP_0815_Website_Traffic,Brand Awareness,Website Traffic,15,Instagram Ads,Travel,Families,TOFU,Story,Tablet,East,CPC,918591,Large,37,2026-04-17,2026-05-24,Completed,77,72,Medium,Medium,68.4,1546907,4647,197.67,1.68,2293031,80,139003,8812,396,6.34,4.49,918591,1546907,104.24,6608.43,1.68,68.4,9.7,46.09,182,0
816,CMP_0816_Increase_Sales,Sales,Increase Sales,164,Google Display Ads,E-Commerce,Business Owners,TOFU,Video,Desktop,South,CPC,518669,Large,100,2026-08-23,2026-12-01,Paused,87,81,Low,Medium,104.17,1058966,2425,213.88,2.04,4580531,74,1421567,73210,2679,5.15,3.66,518669,1058966,7.08,364.86,2.04,104.17,4.99,50.34,297,1
817,CMP_0817_Website_Traffic,Lead Generation,Website Traffic,258,Facebook Ads,Finance,Senior Citizens,MOFU,Carousel,All Devices,East,Target ROAS,1286694,Enterprise,96,2026-06-24,2026-09-28,Running,87,95,Low,Medium,81.8,2339209,3728,345.14,1.82,579703,86,2339309,179425,19413,7.67,10.82,1286694,2339209,7.17,550.03,1.82,81.8,2.18,32.43,375,1
818,CMP_0818_App_Installs,Retargeting,App Installs,158,LinkedIn Ads,Education,Families,BOFU,Reels,Desktop,North,Target ROAS,1052458,Enterprise,24,2026-03-27,2026-04-20,Completed,87,86,Low,Medium,100.04,2105336,174,6048.61,2.0,2982934,74,333218,29689,540,8.91,1.82,1052458,2105336,35.45,3158.47,2.0,100.04,12.6,35.6,450,1
819,CMP_0819_Increase_Sales,Brand Awareness,Increase Sales,93,Google Search Ads,Education,Freelancers,TOFU,Reels,Tablet,East,CPA,459770,Medium,53,2026-06-16,2026-08-08,Running,75,74,Medium,Medium,73.64,798344,1471,312.56,1.74,840925,78,1194319,135316,17415,11.33,12.87,459770,798344,3.4,384.96,1.74,73.64,16.51,54.77,236,1
820,CMP_0820_Generate_Leads,App Promotion,Generate Leads,30,Facebook Ads,Healthcare,Freelancers,TOFU,Image,Tablet,West,CPM,459495,Medium,112,2026-07-08,2026-10-28,Paused,63,67,High,Low,73.43,796902,3063,150.01,1.73,3540328,75,805128,26247,4716,3.26,17.97,459495,796902,17.51,570.71,1.73,73.43,8.22,67.23,266,1
821,CMP_0821_Increase_Brand_Awareness,Retargeting,Increase Brand Awareness,284,Email Marketing,Healthcare,Working Professionals,BOFU,Carousel,Desktop,West,CPA,448582,Medium,87,2026-02-09,2026-05-07,Completed,70,70,Medium,Medium,98.69,891287,4307,104.15,1.99,699641,95,3352903,276279,45696,8.24,16.54,448582,891287,1.62,133.79,1.99,98.69,17.14,57.7,65,1
822,CMP_0822_Website_Traffic,Retargeting,Website Traffic,39,Instagram Ads,Travel,Families,BOFU,Carousel,Desktop,Central,Target ROAS,1252136,Enterprise,106,2026-07-19,2026-11-02,Planned,94,99,Low,High,116.86,2715382,4224,296.43,2.17,1068060,75,184638,3341,101,1.81,3.02,1252136,2715382,374.78,6781.57,2.17,116.86,3.59,46.26,465,1
823,CMP_0823_App_Installs,Product Launch,App Installs,40,Google Display Ads,Finance,Freelancers,TOFU,Carousel,Desktop,East,CPA,936422,Large,103,2026-07-24,2026-11-04,Planned,75,76,Medium,Medium,81.05,1695392,360,2601.17,1.81,4405712,94,1863510,152062,7070,8.16,4.65,936422,1695392,6.16,502.5,1.81,81.05,2.61,60.46,217,0
824,CMP_0824_Website_Traffic,Lead Generation,Website Traffic,215,Affiliate Marketing,Education,Freelancers,MOFU,Image,Tablet,East,CPM,400154,Medium,90,2026-03-03,2026-06-01,Completed,79,72,Medium,Medium,66.41,665896,1596,250.72,1.66,3284693,95,2331329,141511,3735,6.07,2.64,400154,665896,2.83,171.64,1.66,66.41,15.58,47.27,271,0
825,CMP_0825_Increase_Sales,Lead Generation,Increase Sales,80,Email Marketing,E-Commerce,Working Professionals,MOFU,Story,Mobile,North,CPA,1422698,Enterprise,104,2026-07-12,2026-10-24,Paused,89,90,Low,Medium,98.64,2826047,1266,1123.77,1.99,2063167,79,2207150,53413,7995,2.42,14.97,1422698,2826047,26.64,644.59,1.99,98.64,4.53,28.93,379,1
826,CMP_0826_Increase_Sales,Sales,Increase Sales,251,Google Display Ads,Education,Business Owners,TOFU,Image,Desktop,North,CPA,942715,Large,81,2026-08-04,2026-10-24,Planned,85,85,Low,Medium,108.9,1969331,3502,269.19,2.09,2175461,84,353393,32900,1408,9.31,4.28,942715,1969331,28.65,2667.61,2.09,108.9,12.88,53.86,307,1
827,CMP_0827_Customer_Retention,Retargeting,Customer Retention,221,LinkedIn Ads,Travel,Students,BOFU,Image,Mobile,North,Target ROAS,1210368,Enterprise,34,2026-07-31,2026-09-03,Planned,97,89,Low,High,100.27,2424003,1595,758.85,2.0,903438,82,2874835,333768,23096,11.61,6.92,1210368,2424003,3.63,421.02,2.0,100.27,4.49,42.41,93,1
828,CMP_0828_Increase_Sales,Lead Generation,Increase Sales,127,Google Search Ads,Technology,Working Professionals,MOFU,Carousel,Desktop,East,Target ROAS,1366246,Enterprise,16,2026-03-15,2026-03-31,Completed,97,93,Low,High,143.31,3324213,3249,420.51,2.43,2842227,79,4175897,108990,7542,2.61,6.92,1366246,3324213,12.54,327.17,2.43,143.31,10.83,45.7,239,1
829,CMP_0829_Generate_Leads,Retargeting,Generate Leads,23,Google Search Ads,E-Commerce,Working Professionals,BOFU,Carousel,All Devices,Central,CPM,592940,Large,120,2026-08-27,2026-12-25,Planned,78,81,Medium,Medium,106.7,1225606,2960,200.32,2.07,1904183,61,3464648,220351,24943,6.36,11.32,592940,1225606,2.69,171.14,2.07,106.7,14.97,21.18,148,1
830,CMP_0830_Customer_Retention,Product Launch,Customer Retention,25,Facebook Ads,Food Delivery,Working Professionals,TOFU,Story,Mobile,East,CPC,872990,Large,79,2026-05-07,2026-07-25,Running,79,85,Medium,Medium,69.45,1479281,890,980.89,1.69,1610831,75,4371906,241766,21928,5.53,9.07,872990,1479281,3.61,199.68,1.69,69.45,12.09,54.64,175,0
831,CMP_0831_Generate_Leads,Retargeting,Generate Leads,283,Instagram Ads,Education,Senior Citizens,BOFU,Reels,Mobile,East,CPA,1312887,Enterprise,64,2026-05-30,2026-08-02,Running,94,88,Low,High,79.33,2354400,1927,681.31,1.79,628800,76,4628139,426714,68444,9.22,16.04,1312887,2354400,3.08,283.67,1.79,79.33,4.91,51.06,309,1
832,CMP_0832_Increase_Brand_Awareness,Product Launch,Increase Brand Awareness,99,Google Search Ads,Fashion,Freelancers,TOFU,Story,Desktop,Central,CPC,332068,Medium,15,2026-08-05,2026-08-20,Paused,72,76,Medium,Medium,73.05,574643,1207,275.12,1.73,2213031,68,1396584,49439,5606,3.54,11.34,332068,574643,6.72,237.77,1.73,73.05,12.13,23.68,172,1
833,CMP_0833_Website_Traffic,Brand Awareness,Website Traffic,203,Affiliate Marketing,Healthcare,Students,TOFU,Story,All Devices,North,Maximize Clicks,1416688,Enterprise,72,2026-08-24,2026-11-04,Planned,99,99,Low,High,87.91,2662098,2902,488.18,1.88,801857,77,4736671,347671,41720,7.34,12.0,1416688,2662098,4.07,299.09,1.88,87.91,8.52,37.03,284,1
834,CMP_0834_Increase_Brand_Awareness,Brand Awareness,Increase Brand Awareness,47,Instagram Ads,E-Commerce,Students,TOFU,Reels,Mobile,North,CPA,967056,Large,106,2026-02-17,2026-06-03,Completed,76,80,Medium,Medium,94.15,1877539,4315,224.11,1.94,4268078,72,2379415,23556,588,0.99,2.5,967056,1877539,41.05,406.43,1.94,94.15,3.88,32.03,257,0
835,CMP_0835_Website_Traffic,Retargeting,Website Traffic,62,YouTube Ads,Food Delivery,Business Owners,BOFU,Story,Tablet,West,Maximize Clicks,1289640,Enterprise,42,2026-04-15,2026-05-27,Completed,95,89,Low,High,131.17,2981260,3746,344.27,2.31,1647579,66,3788296,210250,7190,5.55,3.42,1289640,2981260,6.13,340.43,2.31,131.17,16.46,37.04,193,1
836,CMP_0836_Website_Traffic,Product Launch,Website Traffic,151,Google Search Ads,Food Delivery,Students,TOFU,Reels,All Devices,Central,Target ROAS,498193,Medium,85,2026-02-18,2026-05-14,Completed,69,73,High,Low,96.5,978949,2756,180.77,1.96,2222738,71,3055029,50407,4763,1.65,9.45,498193,978949,9.88,163.07,1.96,96.5,9.37,41.46,400,1
837,CMP_0837_Website_Traffic,App Promotion,Website Traffic,178,LinkedIn Ads,E-Commerce,Working Professionals,TOFU,Carousel,Mobile,West,CPA,1064011,Enterprise,51,2026-07-17,2026-09-06,Paused,96,96,Low,High,76.94,1882661,3322,320.29,1.77,3816878,68,1901743,48684,8271,2.56,16.99,1064011,1882661,21.86,559.49,1.77,76.94,6.89,59.21,382,1
838,CMP_0838_Increase_Brand_Awareness,App Promotion,Increase Brand Awareness,124,YouTube Ads,Technology,Senior Citizens,TOFU,Story,Desktop,Central,CPC,1480349,Enterprise,92,2026-08-05,2026-11-05,Paused,88,81,Low,Medium,112.4,3144261,4770,310.35,2.12,3231086,81,4984350,322985,29908,6.48,9.26,1480349,3144261,4.58,297.0,2.12,112.4,15.42,35.05,345,1
839,CMP_0839_Increase_Brand_Awareness,Lead Generation,Increase Brand Awareness,186,Google Search Ads,E-Commerce,Students,MOFU,Carousel,Mobile,South,Target ROAS,587803,Large,85,2026-02-23,2026-05-19,Completed,79,78,Medium,Medium,98.15,1164731,1355,433.8,1.98,4424837,71,3053903,68712,3476,2.25,5.06,587803,1164731,8.55,192.48,1.98,98.15,4.1,60.91,78,1
840,CMP_0840_Generate_Leads,Retargeting,Generate Leads,282,YouTube Ads,Food Delivery,Senior Citizens,BOFU,Reels,Desktop,West,CPC,916136,Large,111,2026-08-21,2026-12-10,Paused,83,77,Medium,Medium,94.21,1779227,3265,280.59,1.94,1024085,62,4986537,425351,76052,8.53,17.88,916136,1779227,2.15,183.72,1.94,94.21,17.65,68.77,284,1
841,CMP_0841_App_Installs,App Promotion,App Installs,65,Google Display Ads,Finance,Senior Citizens,TOFU,Story,Mobile,North,CPA,502677,Large,24,2026-07-06,2026-07-30,Paused,94,90,Low,High,116.13,1086435,2451,205.09,2.16,3454740,60,4822663,502521,9095,10.42,1.81,502677,1086435,1.0,104.23,2.16,116.13,6.31,43.76,412,1
842,CMP_0842_Customer_Retention,Brand Awareness,Customer Retention,10,YouTube Ads,Finance,Senior Citizens,TOFU,Image,Tablet,South,CPA,429292,Medium,24,2026-07-28,2026-08-21,Planned,78,79,Medium,Medium,84.84,793503,4735,90.66,1.85,2671398,79,4048248,309286,5907,7.64,1.91,429292,793503,1.39,106.04,1.85,84.84,17.62,69.3,141,0
843,CMP_0843_Increase_Brand_Awareness,App Promotion,Increase Brand Awareness,107,Google Display Ads,E-Commerce,Business Owners,TOFU,Carousel,All Devices,North,CPM,236576,Medium,114,2026-08-02,2026-11-24,Paused,80,76,Medium,Medium,106.99,489688,449,526.9,2.07,1349375,61,497825,41717,7458,8.38,17.88,236576,489688,5.67,475.22,2.07,106.99,14.94,34.86,65,1
844,CMP_0844_Increase_Sales,App Promotion,Increase Sales,143,Google Display Ads,Food Delivery,Working Professionals,TOFU,Video,All Devices,West,CPM,979042,Large,55,2026-03-02,2026-04-26,Completed,78,84,Medium,Medium,66.14,1626580,3254,300.87,1.66,3130347,90,2134226,48233,5971,2.26,12.38,979042,1626580,20.3,458.73,1.66,66.14,4.91,64.44,125,1
845,CMP_0845_Increase_Brand_Awareness,App Promotion,Increase Brand Awareness,150,Google Search Ads,Travel,Business Owners,TOFU,Story,Mobile,South,Maximize Clicks,1086742,Enterprise,82,2026-01-29,2026-04-21,Completed,88,89,Low,Medium,111.78,2301502,3713,292.69,2.12,3738177,68,1723613,84457,2694,4.9,3.19,1086742,2301502,12.87,630.5,2.12,111.78,16.26,28.97,408,1
846,CMP_0846_Website_Traffic,Brand Awareness,Website Traffic,287,Email Marketing,Healthcare,Families,TOFU,Video,Mobile,South,CPA,1287481,Enterprise,29,2026-07-18,2026-08-16,Paused,91,98,Low,High,75.58,2260559,2706,475.79,1.76,2155588,85,610318,54928,5207,9.0,9.48,1287481,2260559,23.44,2109.52,1.76,75.58,5.5,27.87,103,0
847,CMP_0847_Increase_Brand_Awareness,App Promotion,Increase Brand Awareness,51,Google Display Ads,Food Delivery,Senior Citizens,TOFU,Story,Desktop,West,CPC,1235916,Enterprise,102,2026-08-10,2026-11-20,Paused,90,96,Low,High,76.91,2186458,2724,453.71,1.77,2645271,91,2560890,189249,30506,7.39,16.12,1235916,2186458,6.53,482.61,1.77,76.91,15.82,41.77,88,1
848,CMP_0848_Website_Traffic,Product Launch,Website Traffic,44,Email Marketing,Fashion,Business Owners,TOFU,Reels,Desktop,North,Target ROAS,1302422,Enterprise,55,2026-08-12,2026-10-06,Paused,100,95,Low,High,94.36,2531387,362,3597.85,1.94,1322950,98,4070736,210864,3626,5.18,1.72,1302422,2531387,6.18,319.95,1.94,94.36,15.72,61.7,395,0
849,CMP_0849_App_Installs,App Promotion,App Installs,220,Google Display Ads,Food Delivery,Senior Citizens,TOFU,Video,Mobile,Central,CPA,464204,Medium,88,2026-02-11,2026-05-10,Completed,82,84,Medium,Medium,118.92,1016235,4202,110.47,2.19,3606345,65,746584,77943,8659,10.44,11.11,464204,1016235,5.96,621.77,2.19,118.92,9.31,24.45,217,1
850,CMP_0850_Increase_Sales,Brand Awareness,Increase Sales,110,Affiliate Marketing,Technology,Students,TOFU,Carousel,All Devices,South,CPC,93330,Small,115,2026-07-16,2026-11-08,Paused,73,78,Medium,Medium,68.06,156850,102,915.0,1.68,4461204,80,4420717,463291,45865,10.48,9.9,93330,156850,0.2,21.11,1.68,68.06,6.74,30.07,251,1
851,CMP_0851_Website_Traffic,Lead Generation,Website Traffic,35,Instagram Ads,Fashion,Senior Citizens,MOFU,Story,Mobile,Central,Target ROAS,403275,Medium,102,2026-07-22,2026-11-01,Paused,63,68,High,Low,77.01,713837,1543,261.36,1.77,744435,94,3077235,86778,14656,2.82,16.89,403275,713837,4.65,131.05,1.77,77.01,4.63,31.35,309,1
852,CMP_0852_App_Installs,Retargeting,App Installs,223,Affiliate Marketing,Healthcare,Families,BOFU,Story,Mobile,North,CPC,648351,Large,49,2026-08-05,2026-09-23,Paused,95,94,Low,High,104.95,1328795,1997,324.66,2.05,3215856,74,77824,5579,276,7.17,4.95,648351,1328795,116.21,8330.99,2.05,104.95,17.14,42.97,396,1
853,CMP_0853_Generate_Leads,Lead Generation,Generate Leads,253,Email Marketing,Education,Business Owners,MOFU,Image,Tablet,Central,CPM,1458177,Enterprise,82,2026-04-16,2026-07-07,Running,95,95,Low,High,110.37,3067566,1412,1032.7,2.1,4053461,82,4693436,265179,14399,5.65,5.43,1458177,3067566,5.5,310.68,2.1,110.37,15.47,43.37,294,1
854,CMP_0854_Increase_Brand_Awareness,Lead Generation,Increase Brand Awareness,198,YouTube Ads,E-Commerce,Working Professionals,MOFU,Image,Tablet,North,CPA,1258253,Enterprise,80,2026-06-22,2026-09-10,Running,89,92,Low,Medium,94.01,2441136,696,1807.83,1.94,1544074,91,1043791,15970,2122,1.53,13.29,1258253,2441136,78.79,1205.46,1.94,94.01,11.39,65.91,352,1
855,CMP_0855_Increase_Brand_Awareness,App Promotion,Increase Brand Awareness,243,LinkedIn Ads,Finance,Senior Citizens,TOFU,Story,Desktop,North,CPM,716389,Large,86,2026-07-14,2026-10-08,Paused,94,99,Low,High,89.13,1354906,3156,226.99,1.89,1218230,77,1808265,128205,16910,7.09,13.19,716389,1354906,5.59,396.17,1.89,89.13,11.15,63.39,494,1
856,CMP_0856_Generate_Leads,Lead Generation,Generate Leads,296,Google Search Ads,Education,Freelancers,MOFU,Story,Desktop,West,CPC,717575,Large,87,2026-08-27,2026-11-22,Paused,77,83,Medium,Medium,111.53,1517886,4902,146.38,2.12,1365584,94,1081797,87517,6563,8.09,7.5,717575,1517886,8.2,663.32,2.12,111.53,13.95,22.89,37,1
